Query_ID	CARD_Protein_Accession	CARD_Protein_Description	NCBI_Nucleotide_ID	CDS_Name	Locus_Tag	CDS_ID
k141_1551282_2 # 586 # 678 # 1 # ID=932509_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.667	APB03219.1	gb|APB03219.1|TaeA [Paenibacillus sp. LC231]	KX531049.1	taeA	NA	APB03219.1
k141_2445052_1 # 3 # 230 # -1 # ID=932672_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.605	AAP43109.1	gb|AAP43109.1|oqxA [Escherichia coli]	EU370913.1	oqxA	pOLA52_66	AAP43109.1
k141_2533776_1 # 1 # 153 # -1 # ID=932789_1;partial=10;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.575	AAA22851.1	gb|AAA22851.1|tet(L) [Geobacillus stearothermophilus]	M11036.1	NA	NA	AAA22851.1
k141_1194578_2 # 649 # 717 # 1 # ID=933485_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.449	BAO79432.1	gb|BAO79432.1|cmeC [Campylobacter jejuni subsp. jejuni]	AB894099.1	cmeC	NA	BAO79432.1
k141_3159795_1 # 1 # 399 # -1 # ID=933576_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.574	AAG05913.1	gb|AAG05913.1|OpmB [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA2525	AAG05913.1
k141_568166_1 # 3 # 452 # -1 # ID=933852_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.591	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_568170_1 # 3 # 494 # 1 # ID=933907_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.382	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_925456_1 # 3 # 323 # -1 # ID=934403_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.502	AAC60781.1	gb|AAC60781.1|rosA [Yersinia enterocolitica (type O:8)]	U46859.1	rosA	NA	AAC60781.1
k141_211753_1 # 1 # 456 # 1 # ID=934506_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.682	ANZ79240.1	gb|ANZ79240.1|tetA(60) [uncultured bacterium]	KX000272.1	tetA(60)	NA	ANZ79240.1
k141_1730442_1 # 1 # 225 # 1 # ID=934690_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.489	AET10445.1	gb|AET10445.1|tetB(46) [Streptococcus australis]	HQ652506.1	steB	NA	AET10445.1
k141_1105662_1 # 2 # 73 # -1 # ID=934937_1;partial=10;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.528	AAG05914.1	gb|AAG05914.1|MuxC [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA2526	AAG05914.1
k141_835857_1 # 3 # 794 # -1 # ID=935026_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.681	AAL19305.1	gb|AAL19305.1|mdsB [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	AE006468.2	NA	STM0351	AAL19305.1
k141_2712702_1 # 3 # 353 # 1 # ID=935089_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.308	AAA74437.1	gb|AAA74437.1|MexB [Pseudomonas aeruginosa]	L11616.1	mexB	NA	AAA74437.1
k141_299974_1 # 2 # 199 # -1 # ID=935296_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.167	BAO79432.1	gb|BAO79432.1|cmeC [Campylobacter jejuni subsp. jejuni]	AB894099.1	cmeC	NA	BAO79432.1
k141_925485_2 # 246 # 347 # 1 # ID=935474_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.578	BAD89844.2	gb|BAD89844.2|abeM [Acinetobacter baumannii]	AB204810.2	abeM	NA	BAD89844.2
k141_2623619_1 # 1 # 417 # 1 # ID=935544_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.607	AAC73564.1	gb|AAC73564.1|acrB [Escherichia coli str. K-12 substr. MG1655]	U00096.3	acrB	b0462	AAC73564.1
k141_2890378_1 # 2 # 535 # 1 # ID=935562_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.506	CAH35802.1	gb|CAH35802.1|amrB [Burkholderia pseudomallei K96243]	BX571965.1	amrB	BPSL1803	CAH35802.1
k141_1463182_2 # 173 # 232 # 1 # ID=935686_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.567	AAC76539.1	gb|AAC76539.1|mdtF [Escherichia coli str. K-12 substr. MG1655]	U00096.3	mdtF	b3514	AAC76539.1
k141_3069074_1 # 3 # 218 # -1 # ID=936018_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.412	AAA99504.1	gb|AAA99504.1|bcrA [Bacillus licheniformis]	L20573.1	bcrA	NA	AAA99504.1
k141_2712751_1 # 2 # 325 # 1 # ID=936114_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.463	ACJ41739.1	gb|ACJ41739.1|adeI [Acinetobacter baumannii AB0057]	CP001182.2	NA	AB57_3156	ACJ41739.1
k141_2445198_1 # 1 # 600 # -1 # ID=936218_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.480	AAX14802.1	gb|AAX14802.1|adeJ [Acinetobacter baumannii]	AY769962.1	adeJ	NA	AAX14802.1
k141_1730512_1 # 3 # 473 # -1 # ID=936227_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.512	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_1015479_1 # 2 # 517 # -1 # ID=936447_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.300	APB03214.1	gb|APB03214.1|tetA(58) [Paenibacillus sp. LC231]	KX531044.1	tetA-48	NA	APB03214.1
k141_1820251_2 # 162 # 320 # 1 # ID=936572_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.560	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_2355371_1 # 3 # 83 # -1 # ID=936609_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.444	BAC11911.1	gb|BAC11911.1|emeA [Enterococcus faecalis ATCC 29212]	AB091338.1	emeA	NA	BAC11911.1
k141_3159908_2 # 269 # 586 # 1 # ID=936656_2;partial=01;start_type=ATG;rbs_motif=AAA;rbs_spacer=7bp;gc_cont=0.519	AIA35096.1	gb|AIA35096.1|LptD [Klebsiella pneumoniae subsp. pneumoniae KPNIH10]	CP007727.1	NA	KPNIH10_03875	AIA35096.1
k141_3069103_2 # 86 # 388 # 1 # ID=936771_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.624	AAA99504.1	gb|AAA99504.1|bcrA [Bacillus licheniformis]	L20573.1	bcrA	NA	AAA99504.1
k141_3159915_1 # 1 # 432 # 1 # ID=936820_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.493	AAC74000.1	gb|AAC74000.1|msbA [Escherichia coli str. K-12 substr. MG1655]	U00096.3	msbA	b0914	AAC74000.1
k141_657508_2 # 172 # 282 # 1 # ID=936919_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.441	CAA03986.1	gb|CAA03986.1|tap [Mycolicibacterium fortuitum]	AJ000283.1	tap	NA	CAA03986.1
k141_1283499_2 # 384 # 443 # 1 # ID=937084_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.250	BAE78084.1	gb|BAE78084.1|mdtN [Escherichia coli str. K-12 substr. W3110]	AP009048.1	yjcR	NA	BAE78084.1
k141_1730560_3 # 566 # 694 # 1 # ID=937613_3;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.558	AAC73564.1	gb|AAC73564.1|acrB [Escherichia coli str. K-12 substr. MG1655]	U00096.3	acrB	b0462	AAC73564.1
k141_835959_2 # 294 # 473 # 1 # ID=937617_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.433	AFK58562.1	gb|AFK58562.1|Enterococcus faecium liaR mutant conferring daptomycin resistance [Enterococcus faecium DO]	CP003583.1	NA	HMPREF0351_10938	AFK58562.1
k141_835961_1 # 253 # 321 # 1 # ID=937641_1;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.565	AAG07592.1	gb|AAG07592.1|MexG [Pseudomonas aeruginosa PAO1]	AE004091.2	mexG	PA4205	AAG07592.1
k141_2980384_1 # 3 # 422 # -1 # ID=937834_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.552	ABS43151.1	gb|ABS43151.1|cmeB [Campylobacter jejuni subsp. doylei 269.97]	CP000768.1	cmeB	JJD26997_1591	ABS43151.1
k141_2266478_2 # 456 # 545 # 1 # ID=937962_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.289	AAC73788.1	gb|AAC73788.1|kdpE [Escherichia coli str. K-12 substr. MG1655]	U00096.3	kdpE	b0694	AAC73788.1
k141_2355442_1 # 3 # 395 # 1 # ID=938159_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.537	AAG03814.1	gb|AAG03814.1|MexA [Pseudomonas aeruginosa PAO1]	AE004091.2	mexA	PA0425	AAG03814.1
k141_1730598_1 # 2 # 70 # -1 # ID=938377_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.362	EGP45233.1	gb|EGP45233.1|AxyZ [Achromobacter insuavis AXX-A]	GL982453.1	NA	NA	NA
k141_2176492_1 # 2 # 778 # 1 # ID=938566_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.344	AYV52072.1	gb|AYV52072.1|lmrD [Lactococcus lactis]	CP033607.1	NA	EFV54_01690	AYV52072.1
k141_2890456_1 # 1 # 129 # -1 # ID=938659_1;partial=10;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.543	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_391173_2 # 371 # 574 # 1 # ID=938697_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.471	AAC77293.1	gb|AAC77293.1|mdtM [Escherichia coli str. K-12 substr. MG1655]	U00096.3	mdtM	b4337	AAC77293.1
k141_1015567_1 # 171 # 239 # 1 # ID=938902_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.464	AAG07763.1	gb|AAG07763.1|MexW [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA4375	AAG07763.1
k141_2712881_1 # 3 # 137 # -1 # ID=938967_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.311	AAP43110.2	gb|AAP43110.2|oqxB [Escherichia coli]	EU370913.1	oqxB	pOLA52_67	AAP43110.2
k141_925588_2 # 266 # 328 # 1 # ID=938981_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.540	AYV52072.1	gb|AYV52072.1|lmrD [Lactococcus lactis]	CP033607.1	NA	EFV54_01690	AYV52072.1
k141_2445294_1 # 1 # 333 # 1 # ID=939035_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.237	AAG05914.1	gb|AAG05914.1|MuxC [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA2526	AAG05914.1
k141_1551530_1 # 1 # 96 # -1 # ID=939053_1;partial=10;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.521	WP_323056190.1	gb|WP_323056190.1|VRA-F [Staphylococcus aureus]	NZ_JAYEPU010000001.1	vraF	U9J26_RS00155	WP_323056190.1
k141_211919_2 # 189 # 314 # 1 # ID=939089_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.452	BAA07390.1	gb|BAA07390.1|tcr3 [Kitasatospora aureofaciens]	D38215.1	tcr3	NA	BAA07390.1
k141_1640087_1 # 1 # 342 # -1 # ID=939246_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.652	BAA07390.1	gb|BAA07390.1|tcr3 [Kitasatospora aureofaciens]	D38215.1	tcr3	NA	BAA07390.1
k141_657573_1 # 3 # 476 # 1 # ID=939493_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.565	AAC75136.1	gb|AAC75136.1|mdtB [Escherichia coli str. K-12 substr. MG1655]	U00096.3	mdtB	b2075	AAC75136.1
k141_2087623_1 # 2 # 262 # -1 # ID=939543_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.640	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_1909232_1 # 221 # 310 # 1 # ID=939807_1;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.456	CYF42523.1	gb|CYF42523.1|kdpD [Staphylococcus aureus]	FHDU01000010.1	kdpD	ERS073883_01763	CYF42523.1
k141_1015610_1 # 101 # 238 # 1 # ID=939939_1;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.587	AAG06465.1	gb|AAG06465.1|cprR [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA3077	AAG06465.1
k141_32785_1 # 2 # 406 # -1 # ID=940402_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.370	ADZ12699.1	gb|ADZ12699.1|RanA [Riemerella anatipestifer RA-GD]	CP002562.1	NA	RIA_1613	ADZ12699.1
k141_2980493_1 # 3 # 89 # -1 # ID=940436_1;partial=10;start_type=ATG;rbs_motif=AGGTG;rbs_spacer=10bp;gc_cont=0.483	AAG07763.1	gb|AAG07763.1|MexW [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA4375	AAG07763.1
k141_657626_3 # 722 # 790 # 1 # ID=940517_3;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.551	CYF42523.1	gb|CYF42523.1|kdpD [Staphylococcus aureus]	FHDU01000010.1	kdpD	ERS073883_01763	CYF42523.1
k141_300149_1 # 1 # 306 # -1 # ID=940577_1;partial=10;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.484	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_3160079_1 # 3 # 467 # -1 # ID=940750_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.516	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_3160082_2 # 413 # 910 # 1 # ID=940791_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.412	BAE77781.1	gb|BAE77781.1|mdtE [Escherichia coli str. K-12 substr. W3110]	AP009048.1	mdtE	NA	BAE77781.1
k141_300158_1 # 1 # 231 # -1 # ID=940840_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.498	VWQ04088.1	gb|VWQ04088.1|mlaF [Escherichia coli]	LR730402.1	mlaF	ECOLIKI683_04083	VWQ04088.1
k141_657641_2 # 293 # 361 # 1 # ID=941384_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.551	CYF42523.1	gb|CYF42523.1|kdpD [Staphylococcus aureus]	FHDU01000010.1	kdpD	ERS073883_01763	CYF42523.1
k141_1015669_2 # 238 # 318 # 1 # ID=941478_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.654	AAC77293.1	gb|AAC77293.1|mdtM [Escherichia coli str. K-12 substr. MG1655]	U00096.3	mdtM	b4337	AAC77293.1
k141_3160112_1 # 2 # 283 # 1 # ID=941488_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.461	AAC76539.1	gb|AAC76539.1|mdtF [Escherichia coli str. K-12 substr. MG1655]	U00096.3	mdtF	b3514	AAC76539.1
k141_1730752_2 # 277 # 351 # 1 # ID=941621_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.533	QIH19826.1	gb|QIH19826.1|Neisseria gonorrhoeae mtrC with mutation conferring resistance to azithromycin [Neisseria gonorrhoeae]	CP043871.1	mtrC	F0T10_08065	QIH19826.1
k141_2266631_3 # 633 # 698 # 1 # ID=941760_3;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.394	CAH14033.1	gb|CAH14033.1|LpeB [Legionella pneumophila str. Paris]	CR628336.1	NA	lpp2880	CAH14033.1
k141_2980557_1 # 1 # 84 # -1 # ID=941793_1;partial=10;start_type=ATG;rbs_motif=TATAA;rbs_spacer=3bp;gc_cont=0.310	ACQ82816.1	gb|ACQ82816.1|Acinetobacter baumannii AmvA [Acinetobacter baumannii]	FJ911554.1	NA	NA	ACQ82816.1
k141_32843_1 # 2 # 700 # -1 # ID=941834_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.658	AAG07064.1	gb|AAG07064.1|MexK [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA3676	AAG07064.1
k141_568506_1 # 218 # 286 # 1 # ID=942181_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.464	AAG07763.1	gb|AAG07763.1|MexW [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA4375	AAG07763.1
k141_2980578_1 # 2 # 277 # 1 # ID=942202_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.478	BAA11237.1	gb|BAA11237.1|emrY [Escherichia coli]	D78168.1	NA	NA	BAA11237.1
k141_391342_1 # 1 # 339 # 1 # ID=942322_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.643	AAG07594.1	gb|AAG07594.1|MexI [Pseudomonas aeruginosa PAO1]	AE004091.2	mexI	PA4207	AAG07594.1
k141_748134_1 # 3 # 143 # -1 # ID=942607_1;partial=10;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.447	APB03219.1	gb|APB03219.1|TaeA [Paenibacillus sp. LC231]	KX531049.1	taeA	NA	APB03219.1
k141_2713001_1 # 3 # 314 # 1 # ID=942627_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.737	ADZ12699.1	gb|ADZ12699.1|RanA [Riemerella anatipestifer RA-GD]	CP002562.1	NA	RIA_1613	ADZ12699.1
k141_2534147_1 # 1 # 63 # -1 # ID=942882_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=10bp;gc_cont=0.222	AAK76136.1	gb|AAK76136.1|patB [Streptococcus pneumoniae TIGR4]	AE005672.3	NA	SP_2073	AAK76136.1
k141_2713033_1 # 862 # 972 # 1 # ID=943415_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.432	CCP45647.1	gb|CCP45647.1|efpA [Mycobacterium tuberculosis H37Rv]	AL123456.3	efpA	Rv2846c	CCP45647.1
k141_1194943_1 # 3 # 419 # -1 # ID=943511_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.619	AAA26793.1	gb|AAA26793.1|oleC [Streptomyces antibioticus]	L06249.1	oleC-ORF4	NA	AAA26793.1
k141_1640213_1 # 3 # 362 # 1 # ID=943682_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.500	AAF67494.2	gb|AAF67494.2|novA [Streptomyces niveus]	AF170880.4	novA	NA	AAF67494.2
k141_2980634_1 # 2 # 79 # -1 # ID=944067_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.474	BAB43261.1	gb|BAB43261.1|sdrM [Staphylococcus aureus subsp. aureus N315]	BA000018.3	SA1972	NA	BAB43261.1
k141_836202_1 # 180 # 338 # 1 # ID=944128_1;partial=01;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.459	AAA74437.1	gb|AAA74437.1|MexB [Pseudomonas aeruginosa]	L11616.1	mexB	NA	AAA74437.1
k141_1015750_1 # 3 # 842 # 1 # ID=944140_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.469	ABS43151.1	gb|ABS43151.1|cmeB [Campylobacter jejuni subsp. doylei 269.97]	CP000768.1	cmeB	JJD26997_1591	ABS43151.1
k141_122026_1 # 1 # 219 # -1 # ID=944297_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.607	ABV18113.1	gb|ABV18113.1|mdtG [Escherichia coli O139:H28 str. E24377A]	CP000800.1	mdtG	EcE24377A_1174	ABV18113.1
k141_2355654_1 # 1 # 402 # 1 # ID=944456_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.433	AAF67494.2	gb|AAF67494.2|novA [Streptomyces niveus]	AF170880.4	novA	NA	AAF67494.2
k141_1463552_1 # 1 # 282 # 1 # ID=944565_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.475	AAD51345.1	gb|AAD51345.1|smeB [Stenotrophomonas maltophilia]	AF173226.1	smeB	NA	AAD51345.1
k141_3069441_1 # 2 # 223 # 1 # ID=944802_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.410	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_3069450_1 # 1 # 345 # 1 # ID=944912_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.293	AAK76136.1	gb|AAK76136.1|patB [Streptococcus pneumoniae TIGR4]	AE005672.3	NA	SP_2073	AAK76136.1
k141_657778_1 # 1 # 282 # -1 # ID=945097_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.557	WP_323056190.1	gb|WP_323056190.1|VRA-F [Staphylococcus aureus]	NZ_JAYEPU010000001.1	vraF	U9J26_RS00155	WP_323056190.1
k141_1106030_1 # 3 # 545 # -1 # ID=945167_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.473	AAC73788.1	gb|AAC73788.1|kdpE [Escherichia coli str. K-12 substr. MG1655]	U00096.3	kdpE	b0694	AAC73788.1
k141_1106038_2 # 182 # 268 # 1 # ID=945321_2;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.241	WP_104671188.1	gb|WP_104671188.1|efrA [Enterococcus faecalis]	NZ_PTWF01000025.1	efrA	CUM78_RS05955	WP_104671188.1
k141_122115_1 # 2 # 223 # 1 # ID=946065_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.455	WP_001985623.1	gb|WP_001985623.1|Acinetobacter baumannii AbuO [Acinetobacter baumannii]	NZ_JBREVO010000014.1	abuO	ACU6TM_RS04760	WP_001985623.1
k141_1820524_1 # 3 # 302 # -1 # ID=946099_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.677	AAF67494.2	gb|AAF67494.2|novA [Streptomyces niveus]	AF170880.4	novA	NA	AAF67494.2
k141_657835_1 # 1 # 207 # -1 # ID=946518_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.488	AAC73788.1	gb|AAC73788.1|kdpE [Escherichia coli str. K-12 substr. MG1655]	U00096.3	kdpE	b0694	AAC73788.1
k141_2713098_2 # 200 # 403 # 1 # ID=946612_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.588	AAC75136.1	gb|AAC75136.1|mdtB [Escherichia coli str. K-12 substr. MG1655]	U00096.3	mdtB	b2075	AAC75136.1
k141_2624031_1 # 379 # 558 # 1 # ID=946679_1;partial=01;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.422	AAC73564.1	gb|AAC73564.1|acrB [Escherichia coli str. K-12 substr. MG1655]	U00096.3	acrB	b0462	AAC73564.1
k141_1463639_2 # 673 # 762 # 1 # ID=946750_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.489	AEM62948.1	gb|AEM62948.1|tet(45) [Bhargavaea cecembensis]	JF837330.1	tet(45)	NA	AEM62948.1
k141_1909483_1 # 1 # 219 # -1 # ID=947011_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.365	AAC73788.1	gb|AAC73788.1|kdpE [Escherichia coli str. K-12 substr. MG1655]	U00096.3	kdpE	b0694	AAC73788.1
k141_1820576_2 # 218 # 307 # 1 # ID=947135_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.533	AAC36944.1	gb|AAC36944.1|blt [Bacillus subtilis subsp. subtilis str. 168]	L32599.1	blt	NA	AAC36944.1
k141_568720_1 # 3 # 383 # 1 # ID=947588_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.669	APB03219.1	gb|APB03219.1|TaeA [Paenibacillus sp. LC231]	KX531049.1	taeA	NA	APB03219.1
k141_480420_1 # 3 # 314 # 1 # ID=948007_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.353	AAK76137.1	gb|AAK76137.1|patA [Streptococcus pneumoniae TIGR4]	AE005672.3	NA	SP_2075	AAK76137.1
k141_2802312_1 # 3 # 452 # 1 # ID=948084_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.647	ADZ12699.1	gb|ADZ12699.1|RanA [Riemerella anatipestifer RA-GD]	CP002562.1	NA	RIA_1613	ADZ12699.1
k141_2266895_1 # 1 # 375 # -1 # ID=948137_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.667	AAC75137.1	gb|AAC75137.1|mdtC [Escherichia coli str. K-12 substr. MG1655]	U00096.3	mdtC	b2076	AAC75137.1
k141_1998452_2 # 378 # 470 # 1 # ID=948304_2;partial=01;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.538	ACD35503.1	gb|ACD35503.1|tet(42) [Micrococcus sp. SMCC G887]	EU523697.1	tetA42	NA	ACD35503.1
k141_2890771_2 # 518 # 580 # 1 # ID=948655_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.619	AAL14440.1	gb|AAL14440.1|adeB [Acinetobacter baumannii]	AF370885.1	adeB	NA	AAL14440.1
