user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
binning_output.128	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.1%)
binning_output.129	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__Zoogloea ramigera	GCF_006539865.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__Zoogloea ramigera	98.36	0.512	GCA_023150125.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__Zoogloea sp023150125	93.2	0.456	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__	taxonomic classification defined by topology and ANI	N/A	GCA_016789125.1, s__Zoogloea sp016789125, 95.0, 92.9, 0.428	34.94	11	N/A	Genome has more than 47.5% of markers with multiple hits
binning_output.130	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	37.1	11	0.96356	Genome has more than 24.2% of markers with multiple hits
binning_output.131	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003544915.1, s__Aliarcobacter ellisii, 95.0, 94.84, 0.193	10.98	11	0.96052	Genome has more than 10.8% of markers with multiple hits
binning_output.132	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	15.85	11	0.97357	Genome has more than 12.5% of markers with multiple hits
binning_output.133	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003990335.1, s__Pararheinheimera mangrovi, 95.0, 95.89, 0.421; GCF_014645135.1, s__Pararheinheimera tangshanensis, 95.0, 93.03, 0.263; GCF_021290965.1, s__Pararheinheimera faecalis, 95.0, 91.15, 0.277; GCA_018815765.1, s__Pararheinheimera sp018815765, 95.0, 91.11, 0.256; GCF_947090785.1, s__Pararheinheimera sp947090785, 95.0, 90.55, 0.28; GCF_021290985.1, s__Pararheinheimera soli, 95.0, 90.17, 0.165; GCF_029269265.1, s__Pararheinheimera sp029269265, 95.0, 89.99, 0.168; GCA_946482615.1, s__Pararheinheimera sp946482615, 95.0, 89.58, 0.164	18.83	11	0.95437	N/A
binning_output.134	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_003724185.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__Erythrobacter sp003724185	87.59	0.394	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_009905735.1, s__Erythrobacter sp009905735, 95.0, 84.98, 0.295; GCF_958304185.1, s__Erythrobacter sp958304185, 95.0, 84.96, 0.29; GCF_002952215.1, s__Erythrobacter sp002952215, 95.0, 84.73, 0.295; GCF_009828055.1, s__Erythrobacter ramosus, 95.0, 84.71, 0.291; GCF_028621955.1, s__Erythrobacter sp028621955, 95.0, 84.64, 0.27; GCF_002155425.1, s__Erythrobacter donghaensis, 95.0, 84.57, 0.276; GCF_025917005.1, s__Erythrobacter sp025917005, 95.0, 84.39, 0.266; GCF_006542605.1, s__Erythrobacter sp006542605, 95.0, 84.36, 0.229; GCF_002855495.1, s__Erythrobacter sp002855495, 95.0, 84.17, 0.253; GCA_027531395.1, s__Erythrobacter sp027531395, 95.0, 83.98, 0.287; GCF_001296025.1, s__Erythrobacter sp001296025, 95.0, 83.83, 0.239; GCA_019750455.1, s__Erythrobacter sp019750455, 95.0, 83.82, 0.266; GCA_002482865.1, s__Erythrobacter sp002482865, 95.0, 83.82, 0.253; GCF_002155685.1, s__Erythrobacter colymbi, 95.0, 83.81, 0.187; GCF_002215495.1, s__Erythrobacter sp002215495, 95.0, 83.76, 0.24; GCA_023653115.1, s__Erythrobacter sp023653115, 95.0, 83.68, 0.316; GCF_001557325.1, s__Erythrobacter donghaensis_B, 95.0, 83.64, 0.176; GCF_030271515.1, s__Erythrobacter sp030271515, 95.0, 83.62, 0.219; GCF_001557115.1, s__Erythrobacter sp001557115, 95.0, 83.54, 0.175; GCA_903934325.1, s__Erythrobacter sp903934325, 95.0, 83.53, 0.275; GCA_027533455.1, s__Erythrobacter sp027533455, 95.0, 83.47, 0.263; GCF_023653175.1, s__Erythrobacter sp023653175, 95.0, 83.45, 0.188; GCF_001720465.1, s__Erythrobacter sp001720465, 95.0, 83.41, 0.268; GCA_013822695.1, s__Erythrobacter sp013822695, 95.0, 83.36, 0.229; GCF_000331285.1, s__Erythrobacter sp000331285, 95.0, 83.35, 0.238; GCA_009995225.1, s__Erythrobacter sp009995225, 95.0, 83.31, 0.231; GCF_024305245.1, s__Erythrobacter sp024305245, 95.0, 83.27, 0.205; GCA_945878845.1, s__Erythrobacter sanguineus_A, 95.0, 83.26, 0.226; GCF_028595285.1, s__Erythrobacter fulvus, 95.0, 83.25, 0.229; GCF_001663175.1, s__Erythrobacter neustonensis, 95.0, 83.25, 0.217; GCA_001556995.1, s__Erythrobacter sp001556995, 95.0, 83.2, 0.187; GCA_004292705.1, s__Erythrobacter sp004292705, 95.0, 82.99, 0.219; GCA_027489065.1, s__Erythrobacter sp027489065, 95.0, 82.93, 0.191; GCF_900143235.1, s__Erythrobacter sanguineus, 95.0, 82.88, 0.202; GCA_001464915.1, s__Erythrobacter sp001464915, 95.0, 82.76, 0.247; GCF_001677335.1, s__Erythrobacter dokdonensis, 95.0, 82.75, 0.223; GCA_016125555.1, s__Erythrobacter sp016125555, 95.0, 82.72, 0.205; GCA_027486035.1, s__Erythrobacter sp027486035, 95.0, 82.69, 0.245; GCA_027487015.1, s__Erythrobacter sp027487015, 95.0, 82.55, 0.172; GCF_002155695.1, s__Erythrobacter tepidarius, 95.0, 82.54, 0.201; GCA_013911835.1, s__Erythrobacter sp013911835, 95.0, 82.52, 0.193; GCA_018991295.1, s__Erythrobacter sp018991295, 95.0, 82.47, 0.219; GCA_027489095.1, s__Erythrobacter sp027489095, 95.0, 82.24, 0.159; GCA_013822025.1, s__Erythrobacter sp013822025, 95.0, 82.18, 0.186; GCA_002842735.1, s__Erythrobacter sp002842735, 95.0, 82.16, 0.2; GCF_026586795.1, s__Erythrobacter sp026586795, 95.0, 82.11, 0.163; GCA_018830415.1, s__Erythrobacter sp018830415, 95.0, 82.11, 0.152; GCA_002842925.1, s__Erythrobacter sp002842925, 95.0, 81.57, 0.151; GCF_000422985.1, s__Erythrobacter cryptus, 95.0, 81.54, 0.153; GCA_030731635.1, s__Erythrobacter sp030731635, 95.0, 81.3, 0.174	32.21	11	0.99292	Genome has more than 29.2% of markers with multiple hits
binning_output.135	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022424725.1, s__HIMB11 sp022424725, 95.0, 95.27, 0.484; GCA_017852835.1, s__HIMB11 sp003486095, 95.0, 92.89, 0.484; GCA_000472185.1, s__HIMB11 sp000472185, 95.0, 92.66, 0.556; GCA_018222665.1, s__HIMB11 sp018222665, 95.0, 92.01, 0.438	14.36	11	0.99109	Genome has more than 10.0% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
binning_output.136	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__JALRLI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__JALRLI01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	38.35	11	0.94077	Genome has more than 12.5% of markers with multiple hits
binning_output.137	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__	N/A	N/A	N/A	N/A	N/A	GCA_022424725.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp022424725	96.72	0.461	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017852835.1, s__HIMB11 sp003486095, 95.0, 92.07, 0.429; GCA_000472185.1, s__HIMB11 sp000472185, 95.0, 91.82, 0.51; GCA_018222665.1, s__HIMB11 sp018222665, 95.0, 91.69, 0.392	11.5	11	0.99999	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
binning_output.138	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
binning_output.139	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria suis	GCF_004341385.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria suis	98.5	0.906	GCF_004341385.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria suis	98.5	0.906	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_022870865.1, s__Neisseria testudinis, 95.0, 84.32, 0.183; GCA_030538415.1, s__Neisseria sp030538415, 95.0, 83.91, 0.162	67.11	11	N/A	N/A
binning_output.140	d__Bacteria;p__;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on consensus between backbone and class-level tree	N/A	20.22	11	0.31812	Genome has more than 16.7% of markers with multiple hits;Genome domain questionable ( 24.2% Bacterial, 17.0% Archaeal)
binning_output.141	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Coraliomargaritaceae;g__UBA7441;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Coraliomargaritaceae;g__UBA7441;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905182465.1, s__UBA7441 sp905182465, 95.0, 88.4, 0.661; GCA_937899295.1, s__UBA7441 sp937899295, 95.0, 88.05, 0.436; GCA_009886465.1, s__UBA7441 sp009886465, 95.0, 87.1, 0.546; GCA_003331195.1, s__UBA7441 sp003331195, 95.0, 86.17, 0.53; GCA_902587165.1, s__UBA7441 sp902587165, 95.0, 85.34, 0.432; GCA_002862945.1, s__UBA7441 sp002862945, 95.0, 85.11, 0.435; GCA_022448605.1, s__UBA7441 sp022448605, 95.0, 84.54, 0.343	38.43	11	0.97928	Genome has more than 53.3% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
binning_output.142	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__	N/A	N/A	N/A	N/A	N/A	GCA_905479205.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp905479205	92.43	0.654	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	51.76	11	0.99472	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
binning_output.143	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
binning_output.145	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	20.85	11	0.93882	Genome has more than 12.5% of markers with multiple hits
binning_output.146	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Halarcobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Halarcobacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	15.07	11	0.98236	backbone tree has incongruent class classification
binning_output.147	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__HIMB59;f__HIMB59;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__HIMB59;f__HIMB59;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	13.27	11	0.71427	N/A
binning_output.148	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAISIP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAISIP01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_024236015.1, s__CAISIP01 sp024236015, 95.0, 89.01, 0.391; GCA_027214345.1, s__CAISIP01 sp027214345, 95.0, 87.73, 0.351	20.73	11	0.98875	Genome has more than 25.0% of markers with multiple hits
binning_output.149	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA12202;s__UBA12202 sp024639485	GCA_024639485.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA12202;s__UBA12202 sp024639485	97.53	0.849	GCA_024639485.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA12202;s__UBA12202 sp024639485	97.53	0.849	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA12202;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018701255.1, s__UBA12202 sp018701255, 95.0, 94.33, 0.752	57.82	11	N/A	N/A
binning_output.150	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_027531395.1, s__Erythrobacter sp027531395, 95.0, 89.18, 0.312; GCA_903934325.1, s__Erythrobacter sp903934325, 95.0, 87.99, 0.276; GCA_023653115.1, s__Erythrobacter sp023653115, 95.0, 87.84, 0.29; GCF_002155695.1, s__Erythrobacter tepidarius, 95.0, 87.54, 0.215; GCF_001720465.1, s__Erythrobacter sp001720465, 95.0, 87.4, 0.209; GCF_002155425.1, s__Erythrobacter donghaensis, 95.0, 87.38, 0.177; GCF_002952215.1, s__Erythrobacter sp002952215, 95.0, 87.34, 0.203; GCF_006542605.1, s__Erythrobacter sp006542605, 95.0, 87.34, 0.183; GCA_016125555.1, s__Erythrobacter sp016125555, 95.0, 87.19, 0.179; GCF_002155685.1, s__Erythrobacter colymbi, 95.0, 87.17, 0.168; GCF_001677335.1, s__Erythrobacter dokdonensis, 95.0, 87.16, 0.186; GCF_028621955.1, s__Erythrobacter sp028621955, 95.0, 87.16, 0.185; GCF_002215495.1, s__Erythrobacter sp002215495, 95.0, 87.16, 0.17; GCF_028595285.1, s__Erythrobacter fulvus, 95.0, 87.0, 0.202; GCA_945878845.1, s__Erythrobacter sanguineus_A, 95.0, 87.0, 0.176; GCF_030271515.1, s__Erythrobacter sp030271515, 95.0, 87.0, 0.169; GCA_019750455.1, s__Erythrobacter sp019750455, 95.0, 86.93, 0.177; GCF_000331285.1, s__Erythrobacter sp000331285, 95.0, 86.86, 0.169; GCF_025917005.1, s__Erythrobacter sp025917005, 95.0, 86.86, 0.157; GCA_003724185.1, s__Erythrobacter sp003724185, 95.0, 86.81, 0.163; GCF_023653175.1, s__Erythrobacter sp023653175, 95.0, 86.76, 0.152; GCA_013822695.1, s__Erythrobacter sp013822695, 95.0, 86.69, 0.162; GCF_009905735.1, s__Erythrobacter sp009905735, 95.0, 86.62, 0.16; GCF_958304185.1, s__Erythrobacter sp958304185, 95.0, 86.55, 0.154; GCF_900143235.1, s__Erythrobacter sanguineus, 95.0, 86.48, 0.157; GCF_009828055.1, s__Erythrobacter ramosus, 95.0, 86.42, 0.156; GCA_027486035.1, s__Erythrobacter sp027486035, 95.0, 86.38, 0.167; GCA_027533455.1, s__Erythrobacter sp027533455, 95.0, 86.26, 0.169	31.22	11	0.99017	Genome has more than 26.7% of markers with multiple hits
binning_output.151	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__	N/A	N/A	N/A	N/A	N/A	GCA_000307935.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__D2472 sp000307935	93.54	0.348	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_029248485.1, s__D2472 sp029248485, 95.0, 95.81, 0.42; GCA_003284215.1, s__D2472 sp003284215, 95.0, 95.6, 0.375; GCA_003283765.1, s__D2472 sp003283765, 95.0, 88.15, 0.274; GCA_902511575.1, s__D2472 sp902511575, 95.0, 88.04, 0.272; GCA_016779505.1, s__D2472 sp016779505, 95.0, 87.39, 0.286; GCA_028344535.1, s__D2472 sp028344535, 95.0, 87.12, 0.265; GCA_902511425.1, s__D2472 sp902511425, 95.0, 87.01, 0.23; GCA_902509555.1, s__D2472 sp902509555, 95.0, 86.22, 0.252; GCA_902602595.1, s__D2472 sp902602595, 95.0, 86.13, 0.194; GCA_902593675.1, s__D2472 sp902593675, 95.0, 85.84, 0.165; GCA_902512655.1, s__D2472 sp902512655, 95.0, 85.79, 0.203; GCA_902513515.1, s__D2472 sp902513515, 95.0, 85.27, 0.179; GCA_902595065.1, s__D2472 sp902595065, 95.0, 85.24, 0.153; GCA_902596165.1, s__D2472 sp902596165, 95.0, 85.13, 0.157; GCA_016779285.1, s__D2472 sp016779285, 95.0, 85.0, 0.162	19.3	11	0.97827	Genome has more than 37.5% of markers with multiple hits
binning_output.152	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	20.06	11	0.49222	N/A
binning_output.153	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	25.74	11	0.66777	Genome has more than 31.7% of markers with multiple hits
binning_output.154	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_900107285.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter kyonggiensis	93.54	0.254	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000367925.1, s__Acinetobacter bohemicus, 95.0, 96.02, 0.286; GCF_002135335.1, s__Acinetobacter sp002135335, 95.0, 90.56, 0.174	18.31	11	0.99804	N/A
binning_output.155	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__D2472;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__D2472;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	20.7	11	0.85553	Genome has more than 18.3% of markers with multiple hits
binning_output.156	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245	GCA_002457245.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245	97.25	0.772	GCA_002457245.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245	97.25	0.772	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	62.54	11	N/A	N/A
binning_output.157	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA1994;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA1994;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	21.73	11	0.9976	N/A
binning_output.158	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_947493565.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__Lutibacter sp947493565	83.01	0.188	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	42.28	11	0.96467	Genome has more than 18.3% of markers with multiple hits
binning_output.159	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.7%)
binning_output.160	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__Marinisomataceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__Marinisomataceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	10.59	11	0.7311	Genome domain questionable ( 11.7% Bacterial, 3.8% Archaeal);Genome has more than 14.2% of markers with multiple hits
binning_output.161	d__Bacteria;p__;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on consensus between backbone and class-level tree	N/A	10.67	11	0.42936	N/A
binning_output.162	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	12.19	11	0.99733	N/A
binning_output.163	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	18.75	11	0.96993	Genome has more than 17.5% of markers with multiple hits
