Query_ID	CARD_Protein_Accession	CARD_Protein_Description	NCBI_Nucleotide_ID	CDS_Name	Locus_Tag	CDS_ID
k141_2823918_1 # 2 # 655 # 1 # ID=1568141_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.492	AAB36568.1	gb|AAB36568.1|cmlv [Streptomyces venezuelae ATCC 10712]	U09991.1	cmlv	NA	AAB36568.1
k141_858075_1 # 3 # 92 # -1 # ID=1569554_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.467	WP_094009809.1	gb|WP_094009809.1|IMI-13 [Enterobacter asburiae]	NZ_JBGEUP010000002.1	NA	AB9D90_RS03065	WP_094009809.1
k141_1037897_2 # 583 # 765 # 1 # ID=1569750_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.628	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1128203_2 # 432 # 560 # 1 # ID=1570172_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.550	AKQ05895.1	gb|AKQ05895.1|tet(51) [uncultured bacterium]	KR857685.1	tet(51)	NA	AKQ05895.1
k141_1305202_1 # 1 # 372 # -1 # ID=1570783_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.468	AAL68645.1	gb|AAL68645.1|catB9 [Vibrio cholerae]	AF462019.1	catB9	NA	AAL68645.1
k141_413539_1 # 3 # 308 # 1 # ID=1571978_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.333	XGB73511.1	gb|XGB73511.1|OXA-1294 [Pseudomonas aeruginosa]	PQ203883.1	blaOXA	NA	XGB73511.1
k141_1842811_1 # 1 # 141 # -1 # ID=1572515_1;partial=10;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.546	ENV32314.1	gb|ENV32314.1|OXA-308 [Acinetobacter gerneri DSM 14967 = CIP 107464 = MTCC 9824]	KB849545.1	NA	F960_03708	ENV32314.1
k141_1486032_1 # 3 # 386 # -1 # ID=1572957_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.591	AAQ08905.1	gb|AAQ08905.1|OXA-60 [Ralstonia pickettii]	AF525303.2	bla OXA-60	NA	AAQ08905.1
k141_1217625_2 # 320 # 388 # 1 # ID=1575307_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.246	ABG49324.1	gb|ABG49324.1|aadA9 [Corynebacterium sp. L2-79-05]	DQ390458.1	NA	NA	ABG49324.1
k141_413645_1 # 1 # 309 # 1 # ID=1575572_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.427	WP_112792421.1	gb|WP_112792421.1|ACT-59 [Enterobacter hormaechei]	NZ_JBMDGW010000008.1	NA	ACRTT1_RS12605	WP_112792421.1
k141_858351_1 # 3 # 137 # -1 # ID=1576441_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.570	ARB93503.1	gb|ARB93503.1|tet(56) [Legionella longbeachae]	CP020412.2	NA	A6J40_15560	ARB93503.1
k141_3002203_1 # 3 # 527 # 1 # ID=1576541_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.606	WP_064511510.1	gb|WP_064511510.1|PDC-160 [Pseudomonas aeruginosa]	NG_050833.1	blaPDC	A7J11_03724	WP_064511510.1
k141_1038217_1 # 3 # 140 # -1 # ID=1578186_1;partial=10;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.399	UVR94859.1	gb|UVR94859.1|MUN-6 [Parabacteroides distasonis]	CP103256.1	bla	NXX79_15780	UVR94859.1
k141_3002268_2 # 193 # 282 # 1 # ID=1578360_2;partial=01;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.378	AJP77071.1	gb|AJP77071.1|PEDO-2 [Pedobacter sp. ALS-14]	KP109678.1	blaPEDO-2	NA	AJP77071.1
k141_2021273_1 # 3 # 152 # -1 # ID=1578713_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.333	CAC47933.1	gb|CAC47933.1|tet(X1) [Bacteroides thetaiotaomicron]	AJ311171.1	tetX1	NA	CAC47933.1
k141_2110365_1 # 1 # 474 # -1 # ID=1579076_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.432	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_858462_1 # 86 # 205 # 1 # ID=1579651_1;partial=01;start_type=ATG;rbs_motif=GGGG;rbs_spacer=7bp;gc_cont=0.675	APE19944.1	gb|APE19944.1|Streptomyces venezuelae rox [Streptomyces venezuelae]	CP018074.1	NA	vnz_02285	APE19944.1
k141_2735702_2 # 163 # 240 # 1 # ID=1581937_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.487	QIM09823.1	gb|QIM09823.1|tet(X6) [Proteus genomosp. 6]	MN507533.1	tet(X)	NA	QIM09823.1
k141_2824430_1 # 3 # 323 # -1 # ID=1582195_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.439	WP_159241551.1	gb|WP_159241551.1|aac(6')-Ib-cr11 [Proteus mirabilis]	NZ_BNGD01000005.1	NA	JMH39_RS26150	WP_159241551.1
k141_2646769_1 # 2 # 64 # -1 # ID=1582497_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.698	CAD08929.1	gb|CAD08929.1|CTX-M-21 [Escherichia coli]	AJ416346.1	blaCTX-M-21	NA	CAD08929.1
k141_2468676_2 # 264 # 326 # 1 # ID=1582621_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.333	WHM00223.1	gb|WHM00223.1|CTX-M-261 [Salmonella enterica]	OQ942222.1	blaCTX-M	NA	WHM00223.1
k141_3182643_2 # 352 # 411 # 1 # ID=1583691_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.650	QWA20181.1	gb|QWA20181.1|OXA-982 [Acinetobacter vivianii]	MZ265734.1	blaOXA	NA	QWA20181.1
k141_1217961_2 # 299 # 361 # 1 # ID=1584979_2;partial=01;start_type=ATG;rbs_motif=TTAA;rbs_spacer=13bp;gc_cont=0.556	WP_063860827.1	gb|WP_063860827.1|LRG-1 [uncultured bacterium]	NG_049283.1	blaLRG	A7J11_02282	WP_063860827.1
k141_681254_1 # 233 # 322 # 1 # ID=1585446_1;partial=01;start_type=ATG;rbs_motif=AAGAA;rbs_spacer=7bp;gc_cont=0.422	QWY90353.1	gb|QWY90353.1|OXA-1016 [Pseudomonas indoloxydans]	MZ449319.1	blaOXA	NA	QWY90353.1
k141_2912479_1 # 14 # 208 # 1 # ID=1586183_1;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.585	CAB55427.1	gb|CAB55427.1|CME-1 [Elizabethkingia meningoseptica]	AJ006275.1	blaACME	NA	CAB55427.1
k141_2912489_1 # 1 # 63 # -1 # ID=1586385_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.206	QUF57747.1	gb|QUF57747.1|SFDC-1 [Serratia fonticola]	MW896115.1	blaSFDC	NA	QUF57747.1
k141_2021557_1 # 3 # 101 # -1 # ID=1586524_1;partial=10;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.404	APB03221.1	gb|APB03221.1|AAC(2')-IIb [Paenibacillus sp. LC231]	KX531051.1	aac(2')-IIb	NA	APB03221.1
k141_1128869_1 # 2 # 70 # -1 # ID=1587509_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.652	MBU4627809.1	gb|MBU4627809.1|PFM-4 [Pseudomonas sp. BF61]	NA	NA	NA	NA
k141_322606_2 # 466 # 600 # 1 # ID=1587702_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.452	WP_034848068.1	gb|WP_034848068.1|BlaB-14 [Elizabethkingia meningoseptica]	NZ_JBJDMC010000005.1	blaB	ACKJO3_RS09705	WP_034848068.1
k141_2824652_1 # 2 # 208 # 1 # ID=1587716_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.488	AAB36568.1	gb|AAB36568.1|cmlv [Streptomyces venezuelae ATCC 10712]	U09991.1	cmlv	NA	AAB36568.1
k141_2021644_1 # 2 # 334 # -1 # ID=1588898_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.477	APB03223.1	gb|APB03223.1|AAC(6')-34 [Paenibacillus sp. LC231]	KX531053.1	aac(6')-34	NA	APB03223.1
k141_1128914_1 # 3 # 287 # -1 # ID=1589375_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.642	AAB36568.1	gb|AAB36568.1|cmlv [Streptomyces venezuelae ATCC 10712]	U09991.1	cmlv	NA	AAB36568.1
k141_770297_1 # 3 # 98 # -1 # ID=1590550_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.438	ARB93503.1	gb|ARB93503.1|tet(56) [Legionella longbeachae]	CP020412.2	NA	A6J40_15560	ARB93503.1
k141_1395942_2 # 291 # 407 # 1 # ID=1591947_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.393	ENW94121.1	gb|ENW94121.1|OXA-291 [Acinetobacter sp. ANC 4105]	KB850049.1	NA	F904_01037	ENW94121.1
k141_235278_2 # 571 # 687 # 1 # ID=1593105_2;partial=01;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.487	UBJ91324.1	gb|UBJ91324.1|OXA-1039 [Shewanella xiamenensis]	OK180618.1	blaOXA	NA	UBJ91324.1
k141_2021826_1 # 1 # 147 # -1 # ID=1594135_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.422	VUS47486.1	gb|VUS47486.1|OXY-9-1 [Klebsiella spallanzanii]	CABGGU010000083.1	bla	SB6419_03023	VUS47486.1
k141_1843536_1 # 2 # 115 # -1 # ID=1594182_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.272	CAA37699.1	gb|CAA37699.1|R39 [Actinomadura sp. R39]	X53650.1	NA	NA	CAA37699.1
k141_2824933_1 # 1 # 168 # -1 # ID=1594193_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.262	CBH51824.1	gb|CBH51824.1|ANT(6)-Ib [Campylobacter fetus subsp. fetus]	FN594949.1	ant(6)-Ib	NA	CBH51824.1
k141_2378056_1 # 2 # 100 # -1 # ID=1594713_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=13bp;gc_cont=0.283	AAB66655.1	gb|AAB66655.1|APH(9)-Ib [Streptomyces netropsis]	U70376.2	spcN	NA	AAB66655.1
k141_2824976_1 # 2 # 328 # -1 # ID=1595233_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.606	ABS70977.1	gb|ABS70977.1|AAC(3)-IId [Escherichia coli]	EU022314.1	aacC2	NA	ABS70977.1
k141_2289705_1 # 3 # 362 # 1 # ID=1595284_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.308	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1932087_1 # 2 # 580 # -1 # ID=1595654_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.584	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1662802_1 # 86 # 352 # 1 # ID=1595803_1;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.652	BDS51126.1	gb|BDS51126.1|MOX-21 [Aeromonas caviae]	LC732556.1	blaMOX	NA	BDS51126.1
k141_502575_3 # 658 # 810 # 1 # ID=1595952_3;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.373	MBU4627809.1	gb|MBU4627809.1|PFM-4 [Pseudomonas sp. BF61]	NA	NA	NA	NA
k141_2378088_1 # 1 # 78 # -1 # ID=1596615_1;partial=10;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.692	AAP43641.1	gb|AAP43641.1|OXA-53 [Salmonella enterica subsp. enterica serovar Agona]	AY289608.1	oxa-53	NA	AAP43641.1
k141_681693_1 # 2 # 244 # -1 # ID=1596915_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.461	WP_063864184.1	gb|WP_063864184.1|OXA-512 [Acinetobacter baumannii]	NG_049789.1	blaOXA	A7J11_03612	WP_063864184.1
k141_770598_1 # 1 # 75 # -1 # ID=1597807_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.547	BAQ22139.1	gb|BAQ22139.1|TLA-3 [Serratia marcescens]	AP014611.1	NA	NA	BAQ22139.1
k141_859133_1 # 3 # 380 # -1 # ID=1599251_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.481	ABG65740.1	gb|ABG65740.1|linG [Salmonella enterica subsp. enterica serovar Stanley]	DQ836009.1	linG	NA	ABG65740.1
k141_681778_2 # 291 # 365 # 1 # ID=1599467_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.693	WP_116786833.1	gb|WP_116786833.1|OXA-731 [Shewanella sp.]	NG_061613.1	blaOXA	A7J11_05863	WP_116786833.1
k141_1306264_2 # 445 # 519 # 1 # ID=1600028_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.533	WLF01977.1	gb|WLF01977.1|ADC-341 [Acinetobacter baumannii]	OR367334.1	blaADC	NA	WLF01977.1
k141_770704_2 # 187 # 282 # 1 # ID=1600451_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.573	WP_156658722.1	gb|WP_156658722.1|CTX-M-236 [Klebsiella pneumoniae]	NG_068506.1	blaCTX-M	A7J11_06814	WP_156658722.1
k141_2557455_3 # 660 # 737 # 1 # ID=1600489_3;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.500	ACH58985.1	gb|ACH58985.1|LRA-2 [uncultured bacterium BLR2]	EU408347.1	blaLRA-2	AKSOIL_0002	ACH58985.1
k141_2647480_2 # 308 # 940 # 1 # ID=1602263_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=8bp;gc_cont=0.335	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_2557533_1 # 1 # 384 # -1 # ID=1602897_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.310	WP_039211240.1	gb|WP_039211240.1|ADC-216 [Acinetobacter baumannii]	NZ_JAXOTD010000007.1	NA	U2E94_RS11400	WP_039211240.1
k141_414609_3 # 749 # 883 # 1 # ID=1603605_3;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.430	ACS83559.1	gb|ACS83559.1|LnuP [Clostridium perfringens]	FJ589781.1	NA	NA	ACS83559.1
k141_2378413_1 # 1 # 219 # -1 # ID=1605647_1;partial=10;start_type=ATG;rbs_motif=AGGTG;rbs_spacer=6bp;gc_cont=0.516	ENX18112.1	gb|ENX18112.1|OXA-302 [Acinetobacter sp. CIP 64.2]	KB850120.1	NA	F895_00180	ENX18112.1
k141_1396478_2 # 494 # 580 # 1 # ID=1607601_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.632	APB03217.1	gb|APB03217.1|CatU [Paenibacillus sp. LC231]	KX531047.1	catU	NA	APB03217.1
k141_1932513_1 # 258 # 392 # 1 # ID=1608748_1;partial=01;start_type=TTG;rbs_motif=TAA;rbs_spacer=4bp;gc_cont=0.311	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1487288_1 # 3 # 206 # -1 # ID=1610572_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.485	AKQ05893.1	gb|AKQ05893.1|tet(49) [uncultured bacterium]	KR857683.1	tet(49)	NA	AKQ05893.1
k141_2647788_1 # 2 # 202 # 1 # ID=1610807_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.502	AEV91550.1	gb|AEV91550.1|OXA-211 [Acinetobacter johnsonii]	JN861779.1	blaOXA-211	NA	AEV91550.1
k141_2647820_2 # 311 # 376 # 1 # ID=1611811_2;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.409	AUW34363.1	gb|AUW34363.1|RSC1-1 [uncultured bacterium]	MG739508.1	NA	NA	AUW34363.1
k141_2022521_2 # 477 # 551 # 1 # ID=1612086_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.520	WVW91582.1	gb|WVW91582.1|IMI-27 [Enterobacter cloacae]	PP296988.1	blaIMI	NA	WVW91582.1
k141_592102_1 # 1 # 327 # 1 # ID=1612253_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.532	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1487390_1 # 3 # 62 # -1 # ID=1613245_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.567	WP_016146025.1	gb|WP_016146025.1|ADC-138 [Acinetobacter lactucae]	NG_064694.1	blaADC	A7J11_06154	WP_016146025.1
k141_1754813_1 # 134 # 304 # 1 # ID=1615038_1;partial=01;start_type=ATG;rbs_motif=AACAA;rbs_spacer=11bp;gc_cont=0.421	UPP01678.1	gb|UPP01678.1|WUS-1 [Myroides albus]	OL872181.1	blaWUS	NA	UPP01678.1
k141_1754841_1 # 2 # 208 # 1 # ID=1615621_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.290	BAA32494.1	gb|BAA32494.1|FomB [Streptomyces wedmorensis]	AB016934.1	fomB	NA	BAA32494.1
k141_3003521_2 # 499 # 567 # 1 # ID=1615831_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.232	XHO32909.1	gb|XHO32909.1|VEB-37 [Proteus mirabilis]	PQ394566.1	blaVEB	NA	XHO32909.1
k141_2913488_1 # 246 # 359 # 1 # ID=1616945_1;partial=01;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=3-4bp;gc_cont=0.526	WP_105620838.1	gb|WP_105620838.1|CMA-2 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NZ_JAWIRI010000001.1	NA	NA	NA
k141_3183858_1 # 1 # 63 # -1 # ID=1617277_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.651	AKQ05896.1	gb|AKQ05896.1|tet(52) [uncultured bacterium]	KR857686.1	tet(52)	NA	AKQ05896.1
k141_1754966_2 # 769 # 849 # 1 # ID=1618939_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.383	AKQ05898.1	gb|AKQ05898.1|tet(54) [uncultured bacterium]	KR857688.1	tet(54)	NA	AKQ05898.1
k141_56551_1 # 3 # 83 # -1 # ID=1619613_1;partial=10;start_type=ATG;rbs_motif=TATAA;rbs_spacer=12bp;gc_cont=0.247	AAC78336.1	gb|AAC78336.1|EreA2 [Providencia stuartii]	AF099140.1	ereA2	NA	AAC78336.1
k141_2378926_1 # 375 # 443 # 1 # ID=1620502_1;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.275	WP_063864594.1	gb|WP_063864594.1|PER-5 [Providencia rettgeri]	NG_049964.1	blaPER	A7J11_02318	WP_063864594.1
k141_236418_1 # 1 # 165 # -1 # ID=1621386_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.388	WP_148044424.1	gb|WP_148044424.1|PAU-1 [Pseudomonas aeruginosa]	NZ_JBHOAB010000072.1	NA	ACKKG0_RS33060	WP_148044424.1
k141_771502_2 # 223 # 354 # 1 # ID=1621869_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.561	WP_150823494.1	gb|WP_150823494.1|PST-2 [Pseudomonas]	NZ_JABEVZ010000004.1	NA	HKT13_RS06355	WP_150823494.1
k141_1130126_2 # 263 # 334 # 1 # ID=1622056_2;partial=01;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.736	AJI75632.1	gb|AJI75632.1|FPH-1 [Francisella philomiragia subsp. philomiragia ATCC 25015]	CP010019.1	NA	BZ13_74	AJI75632.1
k141_1575464_2 # 541 # 615 # 1 # ID=1622066_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.520	ADD80743.1	gb|ADD80743.1|PER-6 [Aeromonas allosaccharophila]	GQ396303.1	blaPER-6	NA	ADD80743.1
k141_415415_1 # 3 # 209 # -1 # ID=1623354_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.459	QVO43832.1	gb|QVO43832.1|FOX-18 [Aeromonas allosaccharophila]	MZ092825.1	blaFOX	NA	QVO43832.1
k141_1130187_1 # 1 # 60 # -1 # ID=1623933_1;partial=10;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.500	AKQ05894.1	gb|AKQ05894.1|tet(50) [uncultured bacterium]	KR857684.1	tet(50)	NA	AKQ05894.1
k141_1130238_1 # 2 # 163 # -1 # ID=1626020_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.636	ABL75133.1	gb|ABL75133.1|SCO-1 [Acinetobacter baumannii]	EF063111.1	blaSCO-1	NA	ABL75133.1
k141_2558333_1 # 3 # 380 # -1 # ID=1626225_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.429	WP_033642964.1	gb|WP_033642964.1|SRT-3 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NZ_JBQZFS010000004.1	NA	ACUTQY_RS16610	WP_033642964.1
k141_2470282_1 # 2 # 223 # 1 # ID=1626705_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.342	UGN25768.1	gb|UGN25768.1|AXC-7 [Achromobacter xylosoxidans]	OL516042.1	blaAXC	NA	UGN25768.1
k141_56828_1 # 1 # 417 # 1 # ID=1626995_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.576	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_950131_1 # 3 # 68 # -1 # ID=1629553_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.455	WP_122630859.1	gb|WP_122630859.1|OXA-677 [Pseudomonas aeruginosa]	NZ_JAIXIO010000070.1	NA	LES12_RS30855	WP_122630859.1
k141_1040160_3 # 2179 # 2277 # 1 # ID=1630522_3;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.606	WZW61258.1	gb|WZW61258.1|CMY-192 [Escherichia coli]	PP693800.1	blaCMY	NA	WZW61258.1
k141_1663940_2 # 439 # 561 # 1 # ID=1632009_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.415	ACH58980.1	gb|ACH58980.1|LRA-1 [uncultured bacterium BLR1]	EU408346.1	NA	AKSOIL_0055	ACH58980.1
k141_1040236_1 # 2 # 205 # 1 # ID=1632516_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.358	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_503972_1 # 162 # 383 # 1 # ID=1635153_1;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.631	CDL68900.1	gb|CDL68900.1|DHA-12 [Proteus mirabilis]	HG798963.1	blaDHA-12	NA	CDL68900.1
k141_2379413_1 # 1 # 210 # 1 # ID=1635261_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.624	AUW34360.1	gb|AUW34360.1|RSD1-1 [uncultured bacterium]	MG739505.1	NA	NA	AUW34360.1
k141_1040431_2 # 241 # 315 # 1 # ID=1638169_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.520	AAF63432.1	gb|AAF63432.1|vatF [Yersinia enterocolitica]	AF170730.1	sat	NA	AAF63432.1
k141_1755765_1 # 1 # 69 # -1 # ID=1640606_1;partial=10;start_type=GTG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.435	BAM62793.1	gb|BAM62793.1|IMP-42 [Acinetobacter soli]	AB753456.1	blaIMP-42	NA	BAM62793.1
k141_324576_2 # 588 # 692 # 1 # ID=1641391_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.333	BAF91108.1	gb|BAF91108.1|KHM-1 [Citrobacter freundii]	AB364006.1	blaKHM-1	NA	BAF91108.1
k141_772218_1 # 3 # 65 # -1 # ID=1643211_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.635	WP_063860521.1	gb|WP_063860521.1|GIL-1 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NG_049142.1	blaGIL	A7J11_01860	WP_063860521.1
k141_950538_2 # 418 # 480 # 1 # ID=1644160_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.302	CBZ41939.1	gb|CBZ41939.1|mecC-type BlaZ [Staphylococcus aureus]	FR823292.1	blaZ	NA	CBZ41939.1
k141_593256_2 # 232 # 312 # 1 # ID=1644867_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.432	AFC75523.1	gb|AFC75523.1|TEM-193 [Acinetobacter baumannii]	JN935135.1	NA	NA	AFC75523.1
k141_772310_1 # 2 # 67 # -1 # ID=1645613_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.470	AWN09461.1	gb|AWN09461.1|PNGM-1 [uncultured bacterium]	MF445022.1	NA	NA	AWN09461.1
