Query_ID	CARD_Protein_Accession	CARD_Protein_Description	NCBI_Nucleotide_ID	CDS_Name	Locus_Tag	CDS_ID
k141_3037858_1 # 3 # 92 # -1 # ID=1727691_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=3bp;gc_cont=0.300	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_2340112_2 # 305 # 397 # 1 # ID=1730837_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.516	WDE35085.1	gb|WDE35085.1|PDC-541 [Pseudomonas aeruginosa]	OQ408541.1	blaPDC	NA	WDE35085.1
k141_4786978_1 # 2 # 232 # -1 # ID=1732072_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.468	AYD68552.1	gb|AYD68552.1|LMB-1 [Citrobacter freundii]	MH475146.1	NA	NA	AYD68552.1
k141_2166684_1 # 3 # 80 # -1 # ID=1733759_1;partial=10;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.436	WP_023271137.1	gb|WP_023271137.1|OXA-672 [Acinetobacter gyllenbergii]	NZ_JBIMDP010000004.1	NA	ACG94Q_RS05145	WP_023271137.1
k141_1640809_1 # 1 # 108 # -1 # ID=1736699_1;partial=10;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.593	CAL25116.3	gb|CAL25116.3|ADC-8 [Acinetobacter baylyi ADP1]	AM293332.3	adc-8	NA	CAL25116.3
k141_3212782_1 # 1 # 138 # -1 # ID=1737272_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.536	XGJ10589.1	gb|XGJ10589.1|OXA-1264 [Pandoraea apista]	PQ196143.1	blaOXA	NA	XGJ10589.1
k141_3912785_2 # 619 # 699 # 1 # ID=1738085_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.407	ABV81082.1	gb|ABV81082.1|CTX-M-68 [Klebsiella sp. ARS06-441]	EU177100.1	blaCTX-M-68	NA	ABV81082.1
k141_1117178_2 # 479 # 553 # 1 # ID=1744010_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.560	ACS44785.1	gb|ACS44785.1|MOX-7 [Aeromonas caviae]	GQ152602.1	blaMOX-7	NA	ACS44785.1
k141_1816707_1 # 309 # 380 # 1 # ID=1744868_1;partial=01;start_type=ATG;rbs_motif=TAAA;rbs_spacer=15bp;gc_cont=0.306	QHT72949.1	gb|QHT72949.1|OXA-899 [Ralstonia pickettii]	MN968729.1	blaOXA	NA	QHT72949.1
k141_1293395_2 # 220 # 306 # 1 # ID=1744955_2;partial=01;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.736	ADK92148.1	gb|ADK92148.1|OXA-182 [Acinetobacter baumannii]	HM640278.2	blaOXA-182	NA	ADK92148.1
k141_2864402_1 # 2 # 106 # -1 # ID=1745204_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.581	RSZ28318.1	gb|RSZ28318.1|OXA-1191 [Acinetobacter bereziniae]	LKDJ02000001.1	NA	NDM229_001070	RSZ28318.1
k141_4435524_1 # 3 # 203 # -1 # ID=1746461_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.478	WP_004874166.1	gb|WP_004874166.1|YEM-1 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NG_070759.1	blaYEM	A7J11_06878	WP_004874166.1
k141_3563936_1 # 1 # 417 # -1 # ID=1747604_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.350	BAD10948.2	gb|BAD10948.2|AAC(6')-Isa [Streptomyces albulus]	AB116646.1	kat	NA	BAD10948.2
k141_3038688_1 # 2 # 73 # -1 # ID=1748153_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.583	WEY36198.1	gb|WEY36198.1|ACT-119 [Enterobacter cloacae]	OQ642080.1	blaACT	NA	WEY36198.1
k141_1117378_2 # 195 # 329 # 1 # ID=1748666_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.363	BAA03718.1	gb|BAA03718.1|Plasmid-encoded cat (pp-cat) [Photobacterium damselae subsp. piscicida]	D16171.1	pp-cat	NA	BAA03718.1
k141_70306_1 # 3 # 62 # -1 # ID=1749704_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.633	ANY85569.1	gb|ANY85569.1|BIM-1 [Pseudomonas putida]	CP016446.1	blaBIM	IEC33019_p5366	ANY85569.1
k141_2515064_1 # 2 # 91 # -1 # ID=1750735_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.444	WP_049058560.1	gb|WP_049058560.1|OXA-114e [Achromobacter xylosoxidans]	NG_049411.1	blaOXA	A7J11_02505	WP_049058560.1
k141_5835788_1 # 1 # 345 # -1 # ID=1753433_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.391	WP_109545048.1	gb|WP_109545048.1|OXA-542 [Acinetobacter pittii]	NZ_JBLZGS010000004.1	NA	ACN16F_RS09735	WP_109545048.1
k141_417448_1 # 32 # 283 # 1 # ID=1753723_1;partial=01;start_type=ATG;rbs_motif=TTA;rbs_spacer=14bp;gc_cont=0.468	WP_063454569.1	gb|WP_063454569.1|OXA-498 [Acinetobacter johnsonii]	NG_068178.1	blaOXA	A7J11_06760	WP_063454569.1
k141_5137012_2 # 200 # 283 # 1 # ID=1754587_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.262	BAD12078.1	gb|BAD12078.1|AAC(6')-Iad [Acinetobacter pittii]	AB119105.1	aac(6')-Iad	NA	BAD12078.1
k141_2341118_1 # 212 # 307 # 1 # ID=1755788_1;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.438	QIM09823.1	gb|QIM09823.1|tet(X6) [Proteus genomosp. 6]	MN507533.1	tet(X)	NA	QIM09823.1
k141_3213562_1 # 115 # 570 # 1 # ID=1756190_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.647	AAB36568.1	gb|AAB36568.1|cmlv [Streptomyces venezuelae ATCC 10712]	U09991.1	cmlv	NA	AAB36568.1
k141_3213690_1 # 1 # 198 # 1 # ID=1759069_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.571	ACI89425.1	gb|ACI89425.1|MOX-4 [Aeromonas caviae]	FJ262599.1	NA	NA	ACI89425.1
k141_943826_1 # 1 # 225 # -1 # ID=1760023_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.440	BAQ22139.1	gb|BAQ22139.1|TLA-3 [Serratia marcescens]	AP014611.1	NA	NA	BAQ22139.1
k141_4960983_1 # 3 # 371 # -1 # ID=1760921_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.680	PRF24721.1	gb|PRF24721.1|PEN-A29 [Burkholderia multivorans]	PVFY01000023.1	penA	C6Q03_10745	PRF24721.1
k141_5486177_1 # 1 # 258 # -1 # ID=1761560_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.651	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_4611190_1 # 1 # 330 # 1 # ID=1762265_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.448	WP_063860832.1	gb|WP_063860832.1|LUT-6 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NG_049289.1	blaLUT	A7J11_02331	WP_063860832.1
k141_1992844_1 # 3 # 128 # -1 # ID=1763582_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.365	CAA82281.1	gb|CAA82281.1|SME-1 [Serratia marcescens]	Z28968.1	Sme-1	NA	CAA82281.1
k141_593138_1 # 1 # 372 # 1 # ID=1763837_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.457	AAS07017.3	gb|AAS07017.3|SRT-2 [Serratia marcescens]	AY524276.3	NA	NA	AAS07017.3
k141_417850_1 # 1 # 429 # -1 # ID=1764570_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.424	AAC61671.1	gb|AAC61671.1|vatC [Staphylococcus cohnii]	AF015628.1	vatC	NA	AAC61671.1
k141_1992945_1 # 2 # 124 # -1 # ID=1766034_1;partial=10;start_type=ATG;rbs_motif=TTA;rbs_spacer=13bp;gc_cont=0.423	ENU09033.1	gb|ENU09033.1|OXA-268 [Acinetobacter calcoaceticus NIPH 13]	KB849143.1	NA	NA	NA
k141_2515705_1 # 1 # 228 # -1 # ID=1766658_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.715	AYD68552.1	gb|AYD68552.1|LMB-1 [Citrobacter freundii]	MH475146.1	NA	NA	AYD68552.1
k141_1294202_2 # 598 # 801 # 1 # ID=1766844_2;partial=01;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.667	ABK33456.1	gb|ABK33456.1|APH(3'')-Ib [Pseudomonas aeruginosa]	AF313472.2	strA	NA	ABK33456.1
k141_2865309_1 # 2 # 127 # -1 # ID=1767336_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.595	AAQ08905.1	gb|AAQ08905.1|OXA-60 [Ralstonia pickettii]	AF525303.2	bla OXA-60	NA	AAQ08905.1
k141_70934_1 # 3 # 209 # -1 # ID=1768052_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.348	CAB41414.1	gb|CAB41414.1|lnuB [Enterococcus faecium]	AJ238249.1	linB	NA	CAB41414.1
k141_1294285_2 # 866 # 964 # 1 # ID=1768353_2;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.434	QWJ89340.1	gb|QWJ89340.1|ASU1-1 [uncultured bacterium]	MZ126682.1	blaASU1	NA	QWJ89340.1
k141_3738388_2 # 216 # 341 # 1 # ID=1769558_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.524	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_3387522_2 # 361 # 429 # 1 # ID=1770134_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.406	AAP43642.1	gb|AAP43642.1|AAC(6')-I30 [Salmonella enterica subsp. enterica serovar Agona]	AY289608.1	aac(6')-I30	NA	AAP43642.1
k141_1817762_1 # 3 # 107 # -1 # ID=1771001_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.657	WP_150378267.1	gb|WP_150378267.1|tet(X5) [Acinetobacter pittii]	NZ_CP183892.1	NA	ACLKM6_RS14325	WP_150378267.1
k141_244759_1 # 3 # 62 # -1 # ID=1771044_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.700	WP_043629745.1	gb|WP_043629745.1|CRP-1 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NG_054657.1	blaCRP	A7J11_04973	WP_043629745.1
k141_2168151_1 # 1 # 306 # -1 # ID=1771237_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.428	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_6186485_1 # 1 # 99 # -1 # ID=1771273_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.232	AAN63647.1	gb|AAN63647.1|MUS-1 [Myroides odoratimimus]	AF441286.1	MUS-1	NA	AAN63647.1
k141_1817806_2 # 724 # 795 # 1 # ID=1771869_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.486	AAB36568.1	gb|AAB36568.1|cmlv [Streptomyces venezuelae ATCC 10712]	U09991.1	cmlv	NA	AAB36568.1
k141_5313535_1 # 1 # 357 # -1 # ID=1772133_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.275	CAA50581.1	gb|CAA50581.1|nimA [Phocaeicola vulgatus]	X71444.1	nimA	NA	CAA50581.1
k141_2516004_1 # 1 # 420 # 1 # ID=1773804_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.450	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_6014055_1 # 2 # 604 # -1 # ID=1774640_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.385	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1993375_1 # 2 # 424 # 1 # ID=1775786_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.676	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_944591_1 # 1 # 213 # 1 # ID=1775889_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.667	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_4788629_1 # 1 # 624 # -1 # ID=1775897_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.429	WP_087587942.1	gb|WP_087587942.1|OXA-551 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NG_054956.1	blaOXA	A7J11_05045	WP_087587942.1
k141_4788636_1 # 3 # 137 # -1 # ID=1776017_1;partial=10;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.415	MCS4603851.1	gb|MCS4603851.1|ACT-162 [Enterobacter kobei]	NA	NA	NA	NA
k141_4788652_1 # 1 # 354 # -1 # ID=1776459_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.424	WP_087587942.1	gb|WP_087587942.1|OXA-551 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NG_054956.1	blaOXA	A7J11_05045	WP_087587942.1
k141_71405_2 # 209 # 283 # 1 # ID=1778705_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.440	WP_013255389.1	gb|WP_013255389.1|SPS-1 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NG_059316.1	blaSPS	A7J11_05677	WP_013255389.1
k141_3738796_1 # 1 # 357 # 1 # ID=1780560_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.555	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1294765_1 # 2 # 205 # 1 # ID=1782302_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.588	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_3914670_2 # 305 # 409 # 1 # ID=1782510_2;partial=01;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.467	ABD58917.1	gb|ABD58917.1|aadA15 [Pseudomonas aeruginosa]	DQ393783.1	aadA15	NA	ABD58917.1
k141_770122_2 # 236 # 298 # 1 # ID=1782983_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.683	UAX43328.1	gb|UAX43328.1|NDM-41 [Klebsiella pneumoniae]	MZ913436.1	blaNDM	KEJKBIPI_00005	UAX43328.1
k141_71591_1 # 167 # 265 # 1 # ID=1783460_1;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.485	AKQ05897.1	gb|AKQ05897.1|tet(53) [uncultured bacterium]	KR857687.1	tet(53)	NA	AKQ05897.1
k141_2865923_1 # 2 # 877 # -1 # ID=1783937_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.664	AKQ05894.1	gb|AKQ05894.1|tet(50) [uncultured bacterium]	KR857684.1	tet(50)	NA	AKQ05894.1
k141_5138205_2 # 496 # 624 # 1 # ID=1784326_2;partial=01;start_type=GTG;rbs_motif=TAA;rbs_spacer=9bp;gc_cont=0.302	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_2865959_1 # 1 # 75 # -1 # ID=1784732_1;partial=10;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.427	MDC5390807.1	gb|MDC5390807.1|ADC-332 [Acinetobacter baumannii]	NA	NA	NA	NA
k141_4961962_1 # 2 # 202 # -1 # ID=1785347_1;partial=10;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.493	CAJ13568.1	gb|CAJ13568.1|aadA8b [Escherichia coli]	AM040708.1	aadA8b	NA	CAJ13568.1
k141_71734_1 # 1 # 282 # -1 # ID=1786008_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.649	AIA08936.1	gb|AIA08936.1|rphA [Streptomyces sp. WAC4747]	KJ151292.1	NA	NA	AIA08936.1
k141_3040181_1 # 270 # 338 # 1 # ID=1786463_1;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.464	AKQ05894.1	gb|AKQ05894.1|tet(50) [uncultured bacterium]	KR857684.1	tet(50)	NA	AKQ05894.1
k141_71802_1 # 75 # 269 # 1 # ID=1787648_1;partial=01;start_type=ATG;rbs_motif=TTA;rbs_spacer=14bp;gc_cont=0.451	ENU38533.1	gb|ENU38533.1|OXA-281 [Acinetobacter johnsonii CIP 64.6]	KB849237.1	NA	F986_02727	ENU38533.1
k141_71809_1 # 1 # 195 # -1 # ID=1787784_1;partial=10;start_type=ATG;rbs_motif=TTA;rbs_spacer=14bp;gc_cont=0.462	WP_063454569.1	gb|WP_063454569.1|OXA-498 [Acinetobacter johnsonii]	NG_068178.1	blaOXA	A7J11_06760	WP_063454569.1
k141_1295042_1 # 3 # 92 # -1 # ID=1788305_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.244	CWV56762.1	gb|CWV56762.1|FosX [Listeria monocytogenes]	FFFO01000009.1	fosX	ERS409698_02927	CWV56762.1
k141_5314155_1 # 1 # 60 # -1 # ID=1789540_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.467	AAB58555.1	gb|AAB58555.1|OXA-18 [Pseudomonas aeruginosa]	U85514.1	OXA-18	NA	AAB58555.1
k141_2692549_1 # 267 # 347 # 1 # ID=1789824_1;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.346	CCP44842.1	gb|CCP44842.1|blaC [Mycobacterium tuberculosis H37Rv]	AL123456.3	blaC	Rv2068c	CCP44842.1
k141_6014722_1 # 200 # 301 # 1 # ID=1790212_1;partial=01;start_type=ATG;rbs_motif=AAA;rbs_spacer=12bp;gc_cont=0.529	QIM09823.1	gb|QIM09823.1|tet(X6) [Proteus genomosp. 6]	MN507533.1	tet(X)	NA	QIM09823.1
k141_2866249_1 # 3 # 371 # -1 # ID=1792278_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.431	MDY6529736.1	gb|MDY6529736.1|OXA-1259 [Acinetobacter faecalis]	NA	NA	NA	NA
k141_5837372_1 # 1 # 264 # -1 # ID=1792851_1;partial=10;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.447	APB03222.1	gb|APB03222.1|rphB [Paenibacillus sp. LC231]	KX531052.1	rphB	NA	APB03222.1
k141_3915088_1 # 182 # 250 # 1 # ID=1793277_1;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.507	AGU01679.2	gb|AGU01679.2|Rm3 [uncultured bacterium]	KF485393.2	NA	NA	AGU01679.2
k141_1295275_1 # 58 # 234 # 1 # ID=1794569_1;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.576	QXW20276.1	gb|QXW20276.1|CAE-1 [Comamonas aquatica]	CP079746.1	bla	KXJ72_16960	QXW20276.1
k141_72140_1 # 2 # 106 # -1 # ID=1796443_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.533	APB03218.1	gb|APB03218.1|BahA [Paenibacillus sp. LC231]	KX531048.1	bahA	NA	APB03218.1
k141_3915217_1 # 2 # 310 # 1 # ID=1796628_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.298	BAJ10053.1	gb|BAJ10053.1|FosC2 [Escherichia coli]	AB522969.1	fosC2	NA	BAJ10053.1
k141_3388570_1 # 1 # 144 # -1 # ID=1797232_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.521	ACH58988.1	gb|ACH58988.1|LRA-8 [uncultured bacterium BLR8]	EU408349.1	blaLRA-8	AKSOIL_0004	ACH58988.1
k141_1295513_1 # 2 # 208 # 1 # ID=1800198_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.362	AAB36568.1	gb|AAB36568.1|cmlv [Streptomyces venezuelae ATCC 10712]	U09991.1	cmlv	NA	AAB36568.1
k141_419266_1 # 2 # 217 # 1 # ID=1800435_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.565	WPB15230.1	gb|WPB15230.1|PDC-577 [Pseudomonas aeruginosa]	OR609871.1	blaPDC	NA	WPB15230.1
k141_5138864_2 # 213 # 308 # 1 # ID=1800721_2;partial=01;start_type=ATG;rbs_motif=AAAA;rbs_spacer=3bp;gc_cont=0.281	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_3040795_1 # 1 # 240 # -1 # ID=1801544_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.633	WP_060874262.1	gb|WP_060874262.1|MOC-1 [Myroides odoratus]	NG_051495.1	blaMOC	A7J11_03824	WP_060874262.1
k141_4789682_1 # 450 # 548 # 1 # ID=1802328_1;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.525	WP_063454569.1	gb|WP_063454569.1|OXA-498 [Acinetobacter johnsonii]	NG_068178.1	blaOXA	A7J11_06760	WP_063454569.1
k141_5487894_1 # 1 # 75 # -1 # ID=1803562_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.533	AKQ05894.1	gb|AKQ05894.1|tet(50) [uncultured bacterium]	KR857684.1	tet(50)	NA	AKQ05894.1
k141_1295659_1 # 2 # 208 # 1 # ID=1803892_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.353	AAB36568.1	gb|AAB36568.1|cmlv [Streptomyces venezuelae ATCC 10712]	U09991.1	cmlv	NA	AAB36568.1
k141_4437712_2 # 391 # 657 # 1 # ID=1803929_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.337	QAT79362.1	gb|QAT79362.1|IND-17 [Chryseobacterium sp.]	MK401904.1	blaIND	NA	QAT79362.1
k141_1295739_1 # 3 # 182 # -1 # ID=1805583_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.717	WHL54874.1	gb|WHL54874.1|AMZ-1 [Achromobacter mucicolens]	OQ948417.1	blaAMZ	NA	WHL54874.1
k141_5139071_2 # 241 # 354 # 1 # ID=1806165_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.509	WZW61258.1	gb|WZW61258.1|CMY-192 [Escherichia coli]	PP693800.1	blaCMY	NA	WZW61258.1
k141_5139109_1 # 1 # 450 # -1 # ID=1807068_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.404	UXD71803.1	gb|UXD71803.1|EstT [Sphingobacterium faecium]	CP094932.1	estT	MUK51_21335	UXD71803.1
k141_2866772_3 # 622 # 723 # 1 # ID=1807154_3;partial=01;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.510	CAD37801.1	gb|CAD37801.1|SPM-1 [Pseudomonas aeruginosa]	AJ492820.1	spm-1	NA	CAD37801.1
k141_4088606_1 # 3 # 128 # -1 # ID=1807429_1;partial=10;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.651	AAL40899.1	gb|AAL40899.1|SHV-43 [Klebsiella pneumoniae]	AY065991.1	blashv-43	NA	AAL40899.1
k141_4437911_1 # 1 # 387 # -1 # ID=1808589_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.654	QXW20276.1	gb|QXW20276.1|CAE-1 [Comamonas aquatica]	CP079746.1	bla	KXJ72_16960	QXW20276.1
k141_1295862_1 # 240 # 347 # 1 # ID=1808660_1;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.556	RSZ28318.1	gb|RSZ28318.1|OXA-1191 [Acinetobacter bereziniae]	LKDJ02000001.1	NA	NDM229_001070	RSZ28318.1
k141_4962809_1 # 2 # 175 # -1 # ID=1808773_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.276	AGH88989.1	gb|AGH88989.1|BRP(MBL) [Acinetobacter baumannii]	KC503911.1	bleMBL	pNDM-AB_010	AGH88989.1
k141_5662732_1 # 2 # 430 # 1 # ID=1810263_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.580	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1643775_1 # 1 # 69 # -1 # ID=1811224_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.275	AHJ02283.1	gb|AHJ02283.1|CARB-23 [Vibrio parahaemolyticus UCM-V493]	CP007005.1	NA	VPUCM_21162	AHJ02283.1
k141_3740074_1 # 3 # 104 # -1 # ID=1812194_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.363	WVP99768.1	gb|WVP99768.1|MUN-1 [Escherichia coli]	PP229523.1	blaMUN	NA	WVP99768.1
