user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
binning_output.109	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	14.8	11	0.92409	Genome has more than 12.5% of markers with multiple hits
binning_output.110	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
binning_output.111	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_004336635.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp004336635	94.5	0.504	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_013004375.1, s__Acinetobacter terrae, 95.0, 92.28, 0.486; GCF_004331155.1, s__Acinetobacter terrestris, 95.0, 89.92, 0.421; GCF_002803605.1, s__Acinetobacter pseudolwoffii, 95.0, 89.55, 0.163; GCF_001647545.1, s__Acinetobacter sp001647545, 95.0, 89.44, 0.4; GCF_004331285.1, s__Acinetobacter sp004331285, 95.0, 89.09, 0.374; GCF_000367925.1, s__Acinetobacter bohemicus, 95.0, 87.22, 0.246; GCF_900107285.1, s__Acinetobacter kyonggiensis, 95.0, 86.42, 0.238; GCA_013530545.1, s__Acinetobacter lwoffii_G, 96.18, 85.93, 0.153; GCA_002332985.1, s__Acinetobacter lwoffii_N, 96.55, 85.92, 0.157; GCF_002365595.1, s__Acinetobacter sp002365595, 95.0, 85.76, 0.281; GCF_002135335.1, s__Acinetobacter sp002135335, 95.0, 85.61, 0.262; GCF_002135315.1, s__Acinetobacter sp002135315, 95.0, 85.56, 0.254; GCF_002135355.1, s__Acinetobacter sp002135355, 95.0, 85.38, 0.255; GCF_016599715.1, s__Acinetobacter sp002135245, 95.0, 85.08, 0.209; GCF_015602705.1, s__Acinetobacter lwoffii_E, 95.69, 85.02, 0.15; GCF_900096895.1, s__Acinetobacter kookii, 95.0, 84.57, 0.242; GCA_002455755.1, s__Acinetobacter sp002455755, 95.0, 84.3, 0.161; GCF_902753875.1, s__Acinetobacter bouvetii_A, 95.0, 84.21, 0.201	33.41	11	0.9981	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 20.0% of markers with multiple hits
binning_output.112	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.8%)
binning_output.113	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030758355.1, s__Polaribacter sp030758355, 95.0, 88.08, 0.565; GCF_002954645.1, s__Polaribacter gangjinensis, 95.0, 87.52, 0.521; GCA_030731695.1, s__Polaribacter sp030731695, 95.0, 86.75, 0.398; GCF_015767435.1, s__Polaribacter sp015767435, 95.0, 86.23, 0.413; GCA_001873065.1, s__Polaribacter sp001873065, 95.0, 85.59, 0.374; GCA_002340765.1, s__Polaribacter sp002340765, 95.0, 82.08, 0.368	45.0	11	0.98517	Genome has more than 36.7% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
binning_output.114	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_002803605.1, s__Acinetobacter pseudolwoffii, 95.0, 96.98, 0.476; GCF_000368625.1, s__Acinetobacter schindleri, 95.0, 94.73, 0.363; GCF_022700675.1, s__Acinetobacter sp022700675, 95.0, 90.55, 0.327; GCF_002321025.1, s__Acinetobacter lwoffii_J, 95.0, 90.0, 0.378; GCA_013530545.1, s__Acinetobacter lwoffii_G, 96.18, 89.96, 0.372; GCF_024129735.1, s__Acinetobacter lwoffii_H, 96.17, 89.87, 0.351; GCF_024129355.1, s__Acinetobacter lwoffii_I, 96.07, 89.81, 0.353; GCF_022967985.1, s__Acinetobacter sp002367455, 96.56, 89.79, 0.367; GCF_011058205.1, s__Acinetobacter fasciculus, 96.28, 89.77, 0.335; GCA_002332985.1, s__Acinetobacter lwoffii_N, 96.55, 89.74, 0.394; GCF_022809915.1, s__Acinetobacter lwoffii_M, 96.22, 89.67, 0.35; GCA_000761495.1, s__Acinetobacter idrijaensis, 95.91, 89.67, 0.316; GCF_015602705.1, s__Acinetobacter lwoffii_E, 95.69, 89.62, 0.398; GCF_024129595.1, s__Acinetobacter lwoffii_O, 96.45, 89.61, 0.354; GCF_014769185.1, s__Acinetobacter lwoffii_D, 96.38, 89.6, 0.338; GCF_019048525.1, s__Acinetobacter lwoffii_K, 96.35, 89.57, 0.337; GCF_029024105.1, s__Acinetobacter lwoffii, 96.35, 89.5, 0.324; GCF_024129855.1, s__Acinetobacter lwoffii_L, 96.51, 89.44, 0.341; GCF_024129435.1, s__Acinetobacter lwoffii_F, 96.07, 89.39, 0.374; GCF_013417155.1, s__Acinetobacter sp013417155, 96.33, 89.38, 0.328; GCF_019343495.1, s__Acinetobacter lwoffii_P, 96.33, 89.35, 0.333; GCF_002688565.1, s__Acinetobacter sp002688565, 95.0, 88.83, 0.245; GCF_019038395.1, s__Acinetobacter sp019038395, 95.0, 88.31, 0.336; GCF_014837015.1, s__Acinetobacter pecorum, 95.0, 87.77, 0.302; GCF_013417555.1, s__Acinetobacter sp013417555, 95.0, 84.35, 0.151	20.52	11	0.99176	Genome has more than 20.0% of markers with multiple hits
binning_output.115	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__	N/A	N/A	N/A	N/A	N/A	GCA_947624595.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__Giesbergeria sp017987055	96.29	0.489	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017988165.1, s__Giesbergeria sp017988165, 95.0, 90.23, 0.214	16.07	11	0.99656	Genome has more than 18.3% of markers with multiple hits
binning_output.116	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_937866945.1, s__Tolumonas sp937866945, 95.0, 94.92, 0.305; GCA_903931645.1, s__Tolumonas sp903931645, 95.0, 90.98, 0.199; GCA_028683735.1, s__Tolumonas sp028683735, 95.0, 90.83, 0.223; GCF_000023065.1, s__Tolumonas auensis, 95.0, 90.51, 0.357; GCF_014202415.1, s__Tolumonas osonensis, 95.0, 90.07, 0.223	23.26	11	0.9878	Genome has more than 19.2% of markers with multiple hits
binning_output.117	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__JANQUM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__JANQUM01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	57.06	11	0.89968	Genome has more than 37.5% of markers with multiple hits
binning_output.118	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.7%)
binning_output.119	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.2%)
binning_output.120	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__BD1-5;f__UBA6164;g__UBA7396;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__BD1-5;f__UBA6164;g__UBA7396;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	22.92	4	0.9131	Genome has more than 10.0% of markers with multiple hits
binning_output.121	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	17.1	11	0.99965	N/A
binning_output.122	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	59.32	11	0.9785	Genome has more than 31.7% of markers with multiple hits
binning_output.123	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__	N/A	N/A	N/A	N/A	N/A	GCA_947503885.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__Olleya sp947503885	86.35	0.445	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000518485.1, s__Olleya marilimosa, 95.0, 84.62, 0.311; GCF_007827365.1, s__Olleya sp002323495, 95.0, 84.44, 0.3; GCF_900114005.1, s__Olleya namhaensis, 95.0, 82.2, 0.194; GCF_016785945.1, s__Olleya sediminilitoris, 95.0, 81.65, 0.19; GCF_002831645.1, s__Olleya sp002831645, 95.0, 81.53, 0.172; GCF_004843725.1, s__Olleya sp004843725, 95.0, 81.51, 0.165; GCF_003259525.1, s__Olleya aquimaris, 95.0, 80.84, 0.166; GCF_029760915.1, s__Olleya sp029760915, 95.0, 80.78, 0.154	70.25	11	0.99203	Genome has more than 16.7% of markers with multiple hits
binning_output.124	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Yeosuana;s__	N/A	N/A	N/A	N/A	N/A	GCA_002784145.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Yeosuana;s__Yeosuana sp002784145	93.13	0.586	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Yeosuana;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_021739635.1, s__Yeosuana sp021739635, 95.0, 84.29, 0.159	46.73	11	0.99447	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 10.8% of markers with multiple hits
binning_output.125	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.7%)
binning_output.126	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017989775.1, s__Flavobacterium sp017989775, 95.0, 97.44, 0.349; GCF_013823965.1, s__Flavobacterium sp013823965, 95.0, 91.32, 0.255; GCF_027111315.2, s__Flavobacterium limnophilum, 95.0, 89.48, 0.309; GCF_900129545.1, s__Flavobacterium fluvii, 95.0, 87.72, 0.221; GCA_014379405.1, s__Flavobacterium sp014379405, 95.0, 87.25, 0.162	13.05	11	0.98994	N/A
binning_output.127	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	99.45	0.736	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	99.45	0.736	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	62.05	11	N/A	Genome has more than 31.7% of markers with multiple hits
binning_output.128	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	17.74	11	0.9029	N/A
binning_output.129	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	18.05	11	0.9407	Genome has more than 19.2% of markers with multiple hits
binning_output.130	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_017989775.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp017989775	97.15	0.443	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_013823965.1, s__Flavobacterium sp013823965, 95.0, 92.88, 0.328; GCF_027111315.2, s__Flavobacterium limnophilum, 95.0, 87.89, 0.223; GCF_900129545.1, s__Flavobacterium fluvii, 95.0, 86.67, 0.167	27.69	11	0.99433	Genome has more than 17.5% of markers with multiple hits
binning_output.131	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.3%)
binning_output.132	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001695625.1, s__Pseudomonas_E defluvii, 95.0, 98.4, 0.453; GCF_014648275.1, s__Pseudomonas_E laurentiana, 95.0, 91.58, 0.429; GCF_016881005.1, s__Pseudomonas_E arcuscaelestis, 95.0, 89.82, 0.197; GCF_004803755.1, s__Pseudomonas_E sp004803755, 95.0, 87.95, 0.201; GCF_030272895.1, s__Pseudomonas_E sp030272895, 95.0, 84.73, 0.165; GCF_900497695.1, s__Pseudomonas_E wadenswilerensis, 95.0, 84.62, 0.153; GCF_018417635.1, s__Pseudomonas_E sp900101695, 95.0, 84.45, 0.157; GCF_030466445.1, s__Pseudomonas_E sp030466445, 95.0, 84.38, 0.152; GCF_000425805.1, s__Pseudomonas_E vranovensis, 95.0, 84.37, 0.156; GCF_000259195.1, s__Pseudomonas_E donghuensis, 95.0, 84.29, 0.154; GCF_003105155.1, s__Pseudomonas_E sp003105155, 95.0, 84.05, 0.156; GCF_028682475.1, s__Pseudomonas_E putida_AG, 95.0, 84.04, 0.151; GCF_003024385.1, s__Pseudomonas_E sp003024385, 95.0, 83.92, 0.154; GCF_004214895.1, s__Pseudomonas_E tructae, 95.0, 83.76, 0.151	11.26	11	0.98535	Genome has more than 27.5% of markers with multiple hits
binning_output.133	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__	N/A	N/A	N/A	N/A	N/A	GCA_018815765.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__Pararheinheimera sp018815765	91.23	0.214	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_021290965.1, s__Pararheinheimera faecalis, 95.0, 91.64, 0.255; GCF_947090785.1, s__Pararheinheimera sp947090785, 95.0, 90.51, 0.243; GCF_003990335.1, s__Pararheinheimera mangrovi, 95.0, 89.53, 0.162	10.9	11	0.99895	N/A
binning_output.134	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	19.11	11	0.94031	Genome has more than 24.2% of markers with multiple hits
binning_output.135	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Egerieousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Egerieousia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	75.57	11	0.90248	N/A
binning_output.136	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.7%)
binning_output.137	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	17.28	11	0.41216	backbone tree has incongruent class classification
binning_output.138	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_018054505.1, s__Prevotella sp018054505, 95.0, 98.94, 0.301; GCF_018053665.1, s__Prevotella sp018053665, 95.0, 89.27, 0.186	21.53	11	0.98286	Genome has more than 14.2% of markers with multiple hits
binning_output.139	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__JAGOXX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__JAGOXX01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	19.27	11	0.95652	N/A
binning_output.140	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_014836675.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas avium	95.64	0.334	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	13.11	11	0.99675	Genome has more than 10.8% of markers with multiple hits
binning_output.141	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_004336635.1, s__Acinetobacter sp004336635, 95.0, 94.53, 0.164; GCF_003024525.3, s__Acinetobacter cumulans, 95.0, 93.89, 0.16; GCF_013004375.1, s__Acinetobacter terrae, 95.0, 93.44, 0.157; GCF_000368785.1, s__Acinetobacter towneri, 95.0, 93.01, 0.173; GCF_000368625.1, s__Acinetobacter schindleri, 95.0, 92.99, 0.168; GCF_001758345.1, s__Acinetobacter towneri_A, 95.0, 92.96, 0.162; GCF_000367925.1, s__Acinetobacter bohemicus, 95.0, 92.88, 0.175; GCF_900107285.1, s__Acinetobacter kyonggiensis, 95.0, 92.7, 0.157; GCF_004331155.1, s__Acinetobacter terrestris, 95.0, 92.29, 0.154; GCF_002135335.1, s__Acinetobacter sp002135335, 95.0, 91.95, 0.16; GCF_004331285.1, s__Acinetobacter sp004331285, 95.0, 91.6, 0.151; GCF_016599715.1, s__Acinetobacter sp002135245, 95.0, 91.1, 0.159	18.17	11	0.98324	Genome has more than 15.0% of markers with multiple hits
binning_output.142	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA2334;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA2334;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	27.29	11	0.98872	Genome has more than 27.5% of markers with multiple hits
binning_output.143	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-21967;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-21967;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	51.1	11	0.86822	N/A
binning_output.144	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__	N/A	N/A	N/A	N/A	N/A	GCF_021290965.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__Pararheinheimera faecalis	92.56	0.222	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_018815765.1, s__Pararheinheimera sp018815765, 95.0, 91.84, 0.177; GCF_947090785.1, s__Pararheinheimera sp947090785, 95.0, 91.32, 0.212	17.2	11	0.99701	N/A
binning_output.145	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Marinarcus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Marinarcus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	27.35	11	0.9696	Genome has more than 21.7% of markers with multiple hits
binning_output.146	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Bact-08;s__Bact-08 sp018053445	GCA_018053445.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Bact-08;s__Bact-08 sp018053445	99.21	0.786	GCA_018053445.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Bact-08;s__Bact-08 sp018053445	99.21	0.786	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Bact-08;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	46.75	11	N/A	Genome has more than 25.8% of markers with multiple hits
binning_output.147	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_008807395.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas;s__Thiopseudomonas sp002342705	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945612235.1, s__Thiopseudomonas sp945612235, 95.0, 94.76, 0.188; GCA_012513235.1, s__Thiopseudomonas sp012513235, 95.0, 94.04, 0.157	11.04	11	0.98247	Genome has more than 16.7% of markers with multiple hits;Genome domain questionable ( 14.2% Bacterial, 5.7% Archaeal)
